date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:06	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-heading.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:07	254/254	---M-Z	200	added ('OK')	text/css	etag:%22fe-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-image.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:07	1868/1868	---M-Z	200	added ('OK')	text/css	etag:%2274c-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-video.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:07	540/540	---M-Z	200	added ('OK')	text/css	etag:%2221c-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:07	4296/4296	---M-Z	200	added ('OK')	text/css	etag:%2210c8-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-divider.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:07	1539/1539	---M-Z	200	added ('OK')	text/css	etag:%22603-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-toggle.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:08	14351/14351	---M-Z	200	added ('OK')	text/css	etag:%22380f-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:08	198/198	---M-Z	200	added ('OK')	text/css	etag:%22c6-62484ff52fe19-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:08	64202/64202	---M-Z	200	added ('OK')	text/css	etag:%22faca-63772d2dd35ef-gzip%22	https://theqdacademy.com/wp-content/uploads/elementor/css/post-24178.css?ver=1749816163	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/elementor/css/post-24178c4f2.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:08	5924/5924	---M-Z	200	added ('OK')	text/css	etag:%221724-6375ac120856a-gzip%22	https://theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24073.css?ver=1749810587	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24073ed40.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:08	9641/9641	---M-Z	200	added ('OK')	text/css	etag:%2225a9-6375ac733973f-gzip%22	https://theqdacademy.com/wp-content/uploads/elementor/css/post-24073.css?ver=1749712852	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/elementor/css/post-2407338fa.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:09	24952/24952	---M-Z	200	added ('OK')	text/css	etag:%226178-6375b0ad33afa-gzip%22	https://theqdacademy.com/wp-content/uploads/elementor/css/post-24092.css?ver=1749714023	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/elementor/css/post-2409248ec.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:09	7350/7350	---M-Z	200	added ('OK')	text/css	etag:%221cb6-6339517db1aad-gzip%22	https://theqdacademy.com/wp-content/tablepress-combined.min.css?ver=5	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/tablepress-combined.minb52e.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:09	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:09	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:10	732/732	---M-Z	200	added ('OK')	text/css	etag:%222dc-62484ff534c39-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:10	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22119f8-62484ff534c39-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:10	727/727	---M-Z	200	added ('OK')	text/css	etag:%222d7-62484ff534c39-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:10	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-62484ff534c39-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.0.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min8bc9.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:10	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-62484ff534c39-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=6.0.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min8bc9.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:11	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-61bdf1d919100-gzip%22	https://theqdacademy.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:11	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-61bdf1d919100-gzip%22	https://theqdacademy.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:11	15073/15073	---M-Z	200	added ('OK')	text/javascript	etag:%223ae1-62484ff538aba-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=6.0.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min8bc9.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:11	1146/1146	---M--	200	added ('OK')	image/png	etag:%2247a-61ec932c678e6%22	https://theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-32x32.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-32x32.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:12	12108/12108	---M--	200	added ('OK')	image/png	etag:%222f4c-61ec932c5dca6%22	https://theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-192x192.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-192x192.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:12	11110/11110	---M--	200	added ('OK')	image/png	etag:%222b66-61ec932c659a6%22	https://theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-180x180.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/cropped-cropped-image-25-180x180.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:12	3997/3997	---M--	200	added ('OK')	image/png	etag:%22f9d-6238d43b04ffb%22	https://theqdacademy.com/wp-content/uploads/2024/08/new1.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/new1.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:12	54278/54278	---M--	200	added ('OK')	image/png	etag:%22d406-636bbb2cc88c0%22	https://theqdacademy.com/wp-content/uploads/2025/06/badges-SF-UTAP-70-_-Higher-Quality-1024x125.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/badges-SF-UTAP-70-_-Higher-Quality-1024x125.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:12	192927/192927	---M--	200	added ('OK')	image/jpeg	etag:%222f19f-6376ffd390829%22	https://theqdacademy.com/wp-content/uploads/2025/06/still-enhanced.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/still-enhanced.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:13	67967/67967	---M--	200	added ('OK')	image/jpeg	etag:%221097f-63758c01db65c%22	https://theqdacademy.com/wp-content/uploads/2025/06/2c.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/2c.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:13	50997/50997	---M--	200	added ('OK')	image/jpeg	etag:%22c735-63758ceaec118%22	https://theqdacademy.com/wp-content/uploads/2025/06/2c-2.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/2c-2.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:13	44554/44554	---M--	200	added ('OK')	image/jpeg	etag:%22ae0a-63758d69f4e88%22	https://theqdacademy.com/wp-content/uploads/2025/06/5c-1.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/5c-1.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:13	20598/20598	---M--	200	added ('OK')	image/jpeg	etag:%225076-63758d6a6a18d%22	https://theqdacademy.com/wp-content/uploads/2025/06/4c-1.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/4c-1.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:13	47839/47839	---M--	200	added ('OK')	image/jpeg	etag:%22badf-63758e76674a3%22	https://theqdacademy.com/wp-content/uploads/2025/06/9c.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/9c.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:14	44415/44415	---M--	200	added ('OK')	image/jpeg	etag:%22ad7f-63758e76b27c7%22	https://theqdacademy.com/wp-content/uploads/2025/06/8c.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/8c.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:14	29249/29249	---M--	200	added ('OK')	image/jpeg	etag:%227241-63758e77038aa%22	https://theqdacademy.com/wp-content/uploads/2025/06/7c.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/7c.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:14	41551/41551	---M--	200	added ('OK')	image/jpeg	etag:%22a24f-63758ec25fbb2%22	https://theqdacademy.com/wp-content/uploads/2025/06/6c-1.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/6c-1.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:14	22095/22095	---M--	200	added ('OK')	image/jpeg	etag:%22564f-63758e761b1e0%22	https://theqdacademy.com/wp-content/uploads/2025/06/10c.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/10c.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:15	274/274	---M--	302	error ('Found')	text/html	date:Sun,%2015%20Jun%202025%2003:26:15%20GMT	http://theqdacademy.com/wp-content/uploads/2025/05/enneagram-example-diagram2-300x298.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/05/enneagram-example-diagram2-300x298.34.delayed	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	266/266	---M--	302	error ('Found')	text/html	date:Sun,%2015%20Jun%202025%2003:26:16%20GMT	http://theqdacademy.com/wp-content/uploads/2025/05/enneagram-flaticon-300x300.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/05/enneagram-flaticon-300x300.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	68428/68428	---M--	200	added ('OK')	image/png	etag:%2210b4c-6361aa1a9b2d8%22	https://theqdacademy.com/wp-content/uploads/2025/05/enneagram-example-diagram2-300x298.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/05/enneagram-example-diagram2-300x298.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	27580/27580	---M--	200	added ('OK')	image/png	etag:%226bbc-6361984338d7a%22	https://theqdacademy.com/wp-content/uploads/2025/05/enneagram-flaticon-300x300.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/05/enneagram-flaticon-300x300.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	433987/433987	---M--	200	added ('OK')	image/png	etag:%2269f43-6374872cb6228%22	https://theqdacademy.com/wp-content/uploads/2025/06/jarrod-enhanced-white-teeth.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/jarrod-enhanced-white-teeth.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	103872/103872	---M--	200	added ('OK')	image/jpeg	etag:%22195c0-6373426b81640%22	https://theqdacademy.com/wp-content/uploads/2025/06/Coach-Certification-CHEE-YAU-CHONG-JARROD-jpg-1024x709.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/Coach-Certification-CHEE-YAU-CHONG-JARROD-jpg-1024x709.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	111825/111825	---M--	200	added ('OK')	image/jpeg	etag:%221b4d1-63734267f23f9%22	https://theqdacademy.com/wp-content/uploads/2025/06/Leadership-Excellence-With-The-Enneagram_CHEE-YAU-CHONG-JARROD--1024x709.jpg	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2025/06/Leadership-Excellence-With-The-Enneagram_CHEE-YAU-CHONG-JARROD--1024x709.jpg	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:17	296504/296504	---M--	200	added ('OK')	image/png	etag:%2248638-61edb49762ef3%22	https://theqdacademy.com/wp-content/uploads/2024/08/Group-21.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/Group-21.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:18	7809/7809	---M--	200	added ('OK')	image/png	etag:%221e81-6238d5f77986e%22	https://theqdacademy.com/wp-content/uploads/2024/08/footer-300x104.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/footer-300x104.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:18	455/455	---M--	200	added ('OK')	image/png	etag:%221c7-61edcfaa67b63%22	https://theqdacademy.com/wp-content/uploads/2024/08/mdi_call.png	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/2024/08/mdi_call.png	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:18	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-62484ff507d78-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:18	7068/7068	---M-Z	200	added ('OK')	text/css	etag:%221b9c-62484ff502f58-gzip%22	https://theqdacademy.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.24.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min52dd.css	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:19	23659/23659	---M-Z	200	added ('OK')	text/javascript	etag:%225c6b-62438e58db743-gzip%22	https://theqdacademy.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.8.3	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/themes/astra/assets/js/minified/frontend.min7bcd.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:19	10597/10597	---M-Z	200	added ('OK')	text/javascript	etag:%222965-62438da35d174-gzip%22	https://theqdacademy.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=6.0.7	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min8bc9.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:19	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-6376fe472dd4c%22	https://theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24178.js?ver=1749810587	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24178ed40.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
11:26:19	3387/3387	---M-Z	200	added ('OK')	text/javascript	etag:%22d3b-6375ac120856a-gzip%22	https://theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24073.js?ver=1749810587	C:/My%20Web%20Sites/enneagram%20landing%20page/theqdacademy.com/wp-content/uploads/essential-addons-elementor/eael-24073ed40.js	(from https://theqdacademy.com/effective-service-leadership-with-enneagram-new-copy/)
